merchant_id,merchant_name,merchant_category,province,city,risk_rating
6539,Merchant 06539,Online Services,Kwazulu-Natal,Pietermaritzburg,Low
6540,merchant 06540,Fuel,Eastern Cape,East London,High
6541,Merchant 06541,Fuel,Free State,Welkom,Low
6542,Merchant 06542,Travel,Limpopo,Tzaneen,Low
6543,Merchant 06543,Clothing,North West,Rustenburg,Low
6544,Merchant 06544,Grocery,Free State,Welkom,Medium
6545,Merchant 06545,Healthcare,Kwazulu-Natal,Durban,Low
6546,Merchant 06546,Grocery,Limpopo,Tzaneen,Medium
6547,Merchant 06547,Electronics,Eastern Cape,Gqeberha,Medium
6548,Merchant 06548,Electronics,Western Cape,Stellenbosch,High
6549,Merchant 06549,Grocery,Eastern Cape,Mthatha,Low
6550,Merchant 06550,Restaurant,Kwazulu-Natal,Pietermaritzburg,Low
6551,Merchant 06551,Clothing,Northern Cape,Kimberley,Medium
6552,Merchant 06552,Travel,Free State,Bloemfontein,High
6553,MERCHANT 06553,Healthcare,Mpumalanga,Secunda,Low
6554,Merchant 06554,Travel,Western Cape,Cape Town,Medium
6555,Merchant 06555,Travel,Eastern Cape,Mthatha,High
6556,Merchant 06556,Entertainment,Northern Cape,Kuruman,High
6557,Merchant 06557,Electronics,Mpumalanga,Mbombela,High
6558,Merchant 06558,Fuel,Northern Cape,Kimberley,Low
6559,Merchant 06559,Restaurant,Northern Cape,Upington,Medium
6560,Merchant 06560,Restaurant,Gauteng,Johannesburg,Low
6561,Merchant 06561,Electronics,North West,Rustenburg,Low
6562,Merchant 06562,Fuel,Eastern Cape,East London,Low
6563,Merchant 06563,Electronics,Kwazulu-Natal,Pietermaritzburg,Low
6564,Merchant 06564,Healthcare,Northern Cape,Kuruman,High
6565,Merchant 06565,Clothing,Free State,Bethlehem,Low
6566,Merchant 06566,Other,Free State,Welkom,Medium
6567,Merchant 06567,Travel,Limpopo,Thohoyandou,Low
6568,Merchant 06568,Travel,Limpopo,Thohoyandou,Low
6569,Merchant 06569,Clothing,Kwazulu-Natal,Pietermaritzburg,Low
6570,Merchant 06570,Healthcare,Eastern Cape,East London,Low
6571,Merchant 06571,Electronics,Kwazulu-Natal,Durban,Medium
6572,Merchant 06572,Online Services,Eastern Cape,East London,Medium
6573,Merchant 06573,Clothing,Northern Cape,Kimberley,Low
6574,Merchant 06574,Restaurant,Mpumalanga,Secunda,Low
6575,Merchant 06575,Restaurant,Gauteng,Pretoria,Low
6576,Merchant 06576,Entertainment,Limpopo,Polokwane,Low
6577,Merchant 06577,Electronics,Gauteng,Johannesburg,High
6578,Merchant 06578,Fuel,Limpopo,Tzaneen,High
6579,Merchant 06579,Nan,Gauteng,Pretoria,Medium
6580,Merchant 06580,Clothing,Western Cape,Cape Town,High
6581,Merchant 06581,Other,Limpopo,Tzaneen,Low
6582,Merchant 06582,Healthcare,Kwazulu-Natal,Pietermaritzburg,Low
6583,Merchant 06583,Electronics,Eastern Cape,East London,Medium
6584,Merchant 06584,Electronics,Eastern Cape,East London,Low
6585,Merchant 06585,Travel,North West,Mahikeng,Low
6586,Merchant 06586,Restaurant,Free State,Welkom,High
6587,Merchant 06587,Entertainment,Free State,Bloemfontein,Low
6588,Merchant 06588,Healthcare,Kwazulu-Natal,Durban,Medium
6589,Merchant 06589,Restaurant,Northern Cape,Kimberley,Low
6590,Merchant 06590,Travel,Northern Cape,Kuruman,Low
6591,Merchant 06591,Entertainment,Free State,Bethlehem,Low
6592,Merchant 06592,Fuel,Mpumalanga,Emalahleni,Medium
6593,Merchant 06593,Healthcare,Northern Cape,Kimberley,Low
6594,Merchant 06594,Travel,Mpumalanga,Secunda,Low
6595,Merchant 06595,Electronics,Free State,Nan,Low
6596,Merchant 06596,Other,Mpumalanga,Mbombela,High
6597,Merchant 06597,Travel,Northern Cape,Upington,Low
6598,Merchant 06598,Fuel,Limpopo,Polokwane,Low
6599,Merchant 06599,Restaurant,Western Cape,Stellenbosch,Low
6600,Merchant 06600,Grocery,Eastern Cape,East London,Low
6601,Merchant 06601,Entertainment,Mpumalanga,Mbombela,Medium
6602,Merchant 06602,Other,North West,Mahikeng,Low
6603,Merchant 06603,Grocery,Gauteng,Johannesburg,Low
6604,Merchant 06604,Entertainment,Free State,Bloemfontein,Low
6605,Merchant 06605,Travel,Western Cape,George,Low
6606,Merchant 06606,Grocery,Gauteng,Midrand,Medium
6607,Merchant 06607,Other,Free State,Bloemfontein,Medium
6608,Merchant 06608,Travel,Gauteng,Soweto,Medium
6609,Merchant 06609,Grocery,North West,Mahikeng,High
6610,Merchant 06610,Travel,Western Cape,Cape Town,Low
6611,Merchant 06611,Clothing,Eastern Cape,Mthatha,High
6612,Merchant 06612,Healthcare,Eastern Cape,East London,Low
6613,Merchant 06613,Online Services,Northern Cape,Kimberley,Medium
6614,Merchant 06614,Grocery,Western Cape,Paarl,Medium
6615,Merchant 06615,Clothing,Western Cape,Paarl,Low
6616,Merchant 06616,Fuel,Mpumalanga,Secunda,Medium
6617,Merchant 06617,Travel,Western Cape,Cape Town,Medium
6618,Merchant 06618,Restaurant,Northern Cape,Kimberley,Low
6619,Merchant 06619,Grocery,Western Cape,Cape Town,Medium
6620,Merchant 06620,Fuel,Western Cape,Stellenbosch,Low
6621,Merchant 06621,Online Services,Gauteng,Johannesburg,Medium
6622,Merchant 06622,Restaurant,Western Cape,George,Low
6623,Merchant 06623,Online Services,Mpumalanga,Secunda,Low
6624,Merchant 06624,Clothing,Northern Cape,Kimberley,Low
6625,Merchant 06625,Grocery,Kwazulu-Natal,Durban,Low
6626,Merchant 06626,Healthcare,Eastern Cape,Mthatha,Low
6627,Merchant 06627,Online Services,Western Cape,Stellenbosch,Medium
6628,Merchant 06628,Clothing,Western Cape,George,High
6629,Merchant 06629,Electronics,Mpumalanga,Secunda,Low
6630,Merchant 06630,Electronics,Limpopo,Thohoyandou,Low
6631,Merchant 06631,Clothing,Northern Cape,Upington,Low
6632,Merchant 06632,Entertainment,Mpumalanga,Secunda,Low
6633,Merchant 06633,Clothing,Northern Cape,Kimberley,Medium
6634,Merchant 06634,Healthcare,Eastern Cape,East London,Medium
6635,Merchant 06635,Clothing,Eastern Cape,East London,Low
6636,Merchant 06636,Fuel,Free State,Welkom,Medium
6637,Merchant 06637,Online Services,Northern Cape,Kuruman,Low
6638,Merchant 06638,Online Services,Eastern Cape,Mthatha,Medium
6639,Merchant 06639,Fuel,Eastern Cape,East London,Low
6640,Merchant 06640,Fuel,Western Cape,Paarl,Medium
6641,Merchant 06641,Grocery,Eastern Cape,Gqeberha,Low
6642,Merchant 06642,Electronics,Northern Cape,Upington,Low
6643,Merchant 06643,Fuel,North West,Klerksdorp,High
6644,Merchant 06644,Travel,Eastern Cape,Mthatha,Low
6645,Merchant 06645,Other,Western Cape,George,Low
6646,Merchant 06646,Healthcare,Eastern Cape,Mthatha,Low
6647,Merchant 06647,Grocery,Free State,Bloemfontein,Low
6648,Merchant 06648,Restaurant,Northern Cape,Kuruman,Low
6649,Merchant 06649,Travel,Gauteng,Pretoria,High
6650,Merchant 06650,Online Services,Limpopo,Tzaneen,High
6651,Merchant 06651,Electronics,Western Cape,Stellenbosch,Low
6652,Merchant 06652,Clothing,Mpumalanga,Secunda,High
6653,Merchant 06653,Grocery,Free State,Welkom,Low
6654,Merchant 06654,Travel,Eastern Cape,Mthatha,Low
6655,Merchant 06655,Healthcare,Kwazulu-Natal,Pietermaritzburg,Low
6656,Merchant 06656,Entertainment,Free State,Bloemfontein,High
6657,Merchant 06657,Travel,Limpopo,Polokwane,Nan
6658,Merchant 06658,Other,Kwazulu-Natal,Richards Bay,Low
6659,Merchant 06659,Grocery,Free State,Bethlehem,Low
6660,Merchant 06660,Grocery,Free State,Welkom,Medium
6661,Merchant 06661,Electronics,Western Cape,Paarl,Low
6662,Merchant 06662,Entertainment,Mpumalanga,Emalahleni,Nan
6663,Merchant 06663,Entertainment,North West,Mahikeng,Low
6664,Merchant 06664,Entertainment,Eastern Cape,Gqeberha,Low
6665,Merchant 06665,Online Services,Limpopo,Tzaneen,Low
6666,Merchant 06666,Travel,Free State,Bethlehem,Medium
6667,Merchant 06667,Entertainment,Northern Cape,Kuruman,Low
6668,Merchant 06668,Other,Western Cape,George,Medium
6669,Merchant 06669,Grocery,Gauteng,Soweto,Medium
6670,Merchant 06670,Travel,Eastern Cape,Mthatha,Low
6671,Merchant 06671,Fuel,Mpumalanga,Secunda,Medium
6672,Merchant 06672,Grocery,Eastern Cape,Gqeberha,Low
6673,Merchant 06673,Clothing,Western Cape,Stellenbosch,Low
6674,Merchant 06674,Other,North West,Klerksdorp,Low
6675,Merchant 06675,Fuel,Gauteng,Johannesburg,Low
6676,merchant 06676,Restaurant,Limpopo,Polokwane,Low
6677,Merchant 06677,Healthcare,Kwazulu-Natal,Pietermaritzburg,Low
6678,Merchant 06678,Online Services,Eastern Cape,Mthatha,Low
6679,Merchant 06679,Travel,Kwazulu-Natal,Pietermaritzburg,Low
6680,Merchant 06680,Electronics,Free State,Bethlehem,Low
6681,Merchant 06681,Clothing,Gauteng,Pretoria,Medium
6682,Merchant 06682,Other,Kwazulu-Natal,Pietermaritzburg,Low
6683,Merchant 06683,Restaurant,Kwazulu-Natal,Richards Bay,Low
6684,Merchant 06684,Entertainment,Northern Cape,Kuruman,Low
6685,Merchant 06685,Grocery,Gauteng,Johannesburg,Medium
6686,Merchant 06686,Electronics,Mpumalanga,Mbombela,Low
6687,MERCHANT 06687,Online Services,Limpopo,Polokwane,Low
6688,Merchant 06688,Healthcare,Northern Cape,Kuruman,Low
6689,Merchant 06689,Travel,Western Cape,Paarl,Low
6690,Merchant 06690,Healthcare,Kwazulu-Natal,Richards Bay,Low
6691,Merchant 06691,Grocery,Eastern Cape,East London,Low
6692,Merchant 06692,Clothing,Gauteng,Midrand,Medium
6693,Merchant 06693,Healthcare,North West,Klerksdorp,Medium
6694,Merchant 06694,Entertainment,Western Cape,Stellenbosch,Medium
6695,Merchant 06695,Restaurant,Western Cape,Paarl,Low
6696,Merchant 06696,Fuel,Mpumalanga,Mbombela,Medium
6697,Merchant 06697,Online Services,North West,Rustenburg,Low
6698,Merchant 06698,Other,Northern Cape,Kuruman,Low
6699, Merchant 06699 ,Restaurant,Mpumalanga,Mbombela,Low
6700,Merchant 06700,Entertainment,Free State,Bloemfontein,Low
6701,Merchant 06701,Electronics,Kwazulu-Natal,Pietermaritzburg,Low
6702,Merchant 06702,Other,Eastern Cape,East London,Low
6703,Merchant 06703,Other,Free State,Welkom,Low
6704,Merchant 06704,Online Services,Eastern Cape,Gqeberha,Low
6705,Merchant 06705,Travel,Western Cape,George,Low
6706,Merchant 06706,Healthcare,Free State,Welkom,Medium
6707,Merchant 06707,Electronics,Eastern Cape,Mthatha,Medium
6708,Merchant 06708,Entertainment,Northern Cape,Kuruman,Low
6709,Merchant 06709,Clothing,North West,Rustenburg,High
6710,Merchant 06710,Online Services,Western Cape,Cape Town,Low
6711,Merchant 06711,Online Services,Northern Cape,Upington,Low
6712,Merchant 06712,Healthcare,Kwazulu-Natal,Richards Bay,Low
6713,Merchant 06713,Entertainment,Mpumalanga,Mbombela,Low
6714,Merchant 06714,Other,Free State,Bethlehem,Low
6715,Merchant 06715,Electronics,Limpopo,Polokwane,High
6716,Merchant 06716,Clothing,Mpumalanga,Secunda,Low
6717,merchant 06717,Other,Limpopo,Tzaneen,High
6718,Merchant 06718,Healthcare,Limpopo,Thohoyandou,Low
6719,Merchant 06719,Fuel,Northern Cape,Upington,Medium
6720,Merchant 06720,Restaurant,Mpumalanga,Secunda,Low
6721,Merchant 06721,Online Services,North West,Klerksdorp,Low
6722,Merchant 06722,Electronics,Free State,Bethlehem,High
6723,Merchant 06723,Grocery,Northern Cape,Kuruman,Low
6724,Merchant  06724,Travel,Kwazulu-Natal,Durban,Low
6725,Merchant 06725,Restaurant,Gauteng,Midrand,Medium
6726,Merchant 06726,Other,Mpumalanga,Emalahleni,Low
6727,Merchant 06727,Clothing,North West,Klerksdorp,Low
6728,Merchant 06728,Electronics,Western Cape,Cape Town,Low
6729,Merchant 06729,Entertainment,Kwazulu-Natal,Durban,Low
6730,Merchant 06730,Other,Free State,Bethlehem,Low
6731,Merchant 06731,Other,Eastern Cape,Gqeberha,Medium
6732,Merchant 06732,Electronics,Eastern Cape,Gqeberha,Medium
6733,Merchant 06733,Other,Limpopo,Tzaneen,Low
6734,Merchant 06734,Entertainment,Limpopo,Thohoyandou,High
6735,Merchant 06735,Other,Mpumalanga,Emalahleni,Low
6736,Merchant 06736,Healthcare,Gauteng,Johannesburg,Low
6737,Merchant 06737,Entertainment,Gauteng,Johannesburg,High
6738,Merchant 06738,Other,Gauteng,Soweto,High
6739,Merchant 06739,Entertainment,Northern Cape,Kimberley,Low
6740,Merchant 06740,Electronics,Northern Cape,Kuruman,Low
6741,Merchant 06741,Fuel,Free State,Bloemfontein,Low
6742,Merchant 06742,Healthcare,Northern Cape,Kimberley,High Risk
6743,Merchant 06743,Other,Free State,Welkom,Low
6744,Merchant 06744,Electronics,Western Cape,Cape Town,Medium
6745,Merchant 06745,Other,Eastern Cape,East London,Medium
6746,Merchant 06746,Online Services,Kwazulu-Natal,Pietermaritzburg,Medium
6747,MERCHANT 06747,Clothing,Eastern Cape,Gqeberha,Low
6748,Merchant 06748,Online Services,North West,Mahikeng,Low
6749,Merchant 06749,Online Services,Free State,Welkom,Low
6750,Merchant 06750,Clothing,North West,Rustenburg,Low
6751,Merchant 06751,Restaurant,Eastern Cape,Mthatha,Low
6752,Merchant 06752,Travel,Limpopo,Polokwane,High
6753,Merchant 06753,Other,North West,Rustenburg,High
6754,merchant 06754,Clothing,Limpopo,Tzaneen,Low
6755,Merchant 06755,Restaurant,Limpopo,Thohoyandou,Low
6756,Merchant 06756,Travel,Kwazulu-Natal,Richards Bay,Low
6757,Merchant 06757,Clothing,Northern Cape,Upington,Low
6758,Merchant 06758,Healthcare,Gauteng,Pretoria,Low
6759,Merchant 06759,Entertainment,Free State,Bethlehem,Low
6760,Merchant 06760,Travel,Mpumalanga,Emalahleni,Low
6761,Merchant 06761,Grocery,Mpumalanga,Emalahleni,Low
6762,Merchant 06762,Healthcare,Gauteng,Soweto,Low
6763,Merchant 06763,Clothing,Western Cape,Paarl,Low
6764,Merchant 06764,Fuel,North West,Rustenburg,High
6765,Merchant 06765,Clothing,Limpopo,Tzaneen,Low
6766,Merchant 06766,Healthcare,Gauteng,Midrand,Medium
6767,Merchant 06767,Grocery,Western Cape,Stellenbosch,Low
6768,Merchant 06768,Healthcare,Kwazulu-Natal,Pietermaritzburg,Low
6769,Merchant 06769,Entertainment,Limpopo,Tzaneen,Low
6770,Merchant 06770,Clothing,Free State,Bloemfontein,Medium
6771,Merchant 06771,Grocery,Mpumalanga,Mbombela,Low
6772,merchant 06772,Other,Western Cape,Cape Town,Low
6773,Merchant 06773,Entertainment,Limpopo,Polokwane,Medium
6774,Merchant 06774,Electronics,Kwazulu-Natal,Pietermaritzburg,Medium
6775,Merchant 06775,Electronics,Kwazulu-Natal,Pietermaritzburg,Low
6776,Merchant 06776,Grocery,Mpumalanga,Emalahleni,Low
6777,Merchant 06777,Clothing,Eastern Cape,Mthatha,Low
6778,Merchant 06778,Grocery,Gauteng,Soweto,Low
6779,Merchant 06779,Clothing,Free State,Bethlehem,Medium
6780,Merchant 06780,Electronics,Limpopo,Tzaneen,Medium
6781,Merchant 06781,Clothing,Eastern Cape,Gqeberha,Medium
6782,Merchant 06782,Healthcare,Mpumalanga,Mbombela,Medium
6783,Merchant 06783,Grocery,Northern Cape,Upington,Medium
6784,Merchant 06784,Other,Free State,Bloemfontein,Low
6785,Merchant 06785,Restaurant,Eastern Cape,Gqeberha,Medium
6786,Merchant 06786,Fuel,Limpopo,Tzaneen,Low
6787,Merchant 06787,Online Services,Free State,Bethlehem,High
6788, Merchant 06788 ,Healthcare,Kwazulu-Natal,Durban,Medium
6789,Merchant 06789,Other,Free State,Bloemfontein,Low
6790,Merchant 06790,Entertainment,Kwazulu-Natal,Richards Bay,Medium
6791,Merchant 06791,Healthcare,Eastern Cape,Gqeberha,Medium
6792,Merchant 06792,Entertainment,Gauteng,Johannesburg,Medium
6793,Merchant 06793,Online Services,Kwazulu-Natal,Pietermaritzburg,Medium
6794,Merchant 06794,Clothing,Gauteng,Johannesburg,Low
6795,Merchant 06795,Online Services,Kwazulu-Natal,Richards Bay,Low
6796,Merchant 06796,Other,Eastern Cape,East London,Medium
6797,Merchant 06797,Clothing,Eastern Cape,East London,Low
6798,Merchant 06798,Restaurant,Kwazulu-Natal,Pietermaritzburg,Low
6799,Merchant 06799,Entertainment,Eastern Cape,Gqeberha,Medium
6800,Merchant 06800,Clothing,Kwazulu-Natal,Durban,Low
6801,Merchant 06801,Electronics,Western Cape,George,Low
6802,Merchant 06802,Grocery,North West,Klerksdorp,Low
6803,Merchant 06803,Restaurant,Gauteng,Pretoria,Low
6804,Merchant 06804,Other,Kwazulu-Natal,Pietermaritzburg,Low
6805,Merchant 06805,Online Services,Western Cape,Stellenbosch,Low
6806,merchant 06806,Fuel,Kwazulu-Natal,Pietermaritzburg,Low
6807,Merchant 06807,Travel,Northern Cape,Kimberley,Low
6808,Merchant 06808,Clothing,North West,Mahikeng,Low
6809,Merchant 06809,Electronics,Western Cape,Cape Town,Medium
6810,Merchant 06810,Grocery,Eastern Cape,Mthatha,Low
6811,Merchant 06811,Electronics,Mpumalanga,Secunda,Medium
6812,Merchant 06812,Other,Kwazulu-Natal,Durban,Medium
6813,Merchant 06813,Entertainment,Western Cape,Stellenbosch,Medium
6814,Merchant 06814,Other,Kwazulu-Natal,Pietermaritzburg,Low
6815,Merchant 06815,Electronics,Limpopo,Thohoyandou,Low
6816,Merchant 06816,Clothing,Mpumalanga,Emalahleni,Medium
6817,Merchant 06817,Travel,Gauteng,Midrand,High
6818,Merchant 06818,Healthcare,Western Cape,George,Medium
6819,Merchant 06819,Other,Mpumalanga,Emalahleni,Low
6820,Merchant 06820,Restaurant,North West,Klerksdorp,Low
6821,Merchant 06821,Entertainment,Western Cape,Paarl,Low
6822,MERCHANT 06822,Travel,Mpumalanga,Mbombela,Low
6823, Merchant 06823 ,Nan,Free State,Bloemfontein,Low
6824,Merchant 06824,Fuel,Limpopo,Nan,High
6825,Merchant 06825,Other,Western Cape,Cape Town,Medium
6826,Merchant 06826,Fuel,Free State,Bloemfontein,Low
6827,Merchant 06827,Restaurant,Western Cape,Cape Town,Medium
6828,Merchant 06828,Restaurant,Gauteng,Soweto,Low
6829,Merchant 06829,Other,Gauteng,Midrand,Medium
6830,Merchant 06830,Healthcare,Kwazulu-Natal,Pietermaritzburg,Medium
6831,Merchant 06831,Electronics,Limpopo,Tzaneen,Low
6832,Merchant 06832,Entertainment,North West,Klerksdorp,Medium
6833,Merchant 06833,Entertainment,Mpumalanga,Mbombela,Low
6834,MERCHANT 06834,Travel,Mpumalanga,Secunda,Low
6835,Merchant 06835,Grocery,Free State,Bloemfontein,Low
6836,Merchant 06836,Travel,Eastern Cape,Mthatha,Medium
6837,Merchant 06837,Electronics,Limpopo,Tzaneen,High
6838,Merchant 06838,Electronics,Northern Cape,Kuruman,Medium
6839,Merchant 06839,Clothing,Kwazulu-Natal,Durban,High
6840,Merchant 06840,Grocery,Mpumalanga,Mbombela,High
6841,Merchant 06841,Online Services,North West,Mahikeng,Medium
6842,Merchant 06842,Restaurant,Eastern Cape,Mthatha,Medium
6843,Merchant 06843,Online Services,Free State,Welkom,Low
6844,Merchant 06844,Healthcare,Western Cape,Stellenbosch,High
6845,Merchant 06845,Healthcare,Western Cape,Cape Town,Medium
6846,Merchant 06846,Online Services,Limpopo,Tzaneen,High
6847,Merchant 06847,Electronics,Kwazulu-Natal,Pietermaritzburg,Low
6848,Merchant 06848,Healthcare,Western Cape,Paarl,Low
6849, Merchant 06849 ,Travel,Free State,Bethlehem,Medium
6850,Merchant 06850,Other,Northern Cape,Kimberley,Medium
6851,Merchant  06851,Other,Limpopo,Thohoyandou,Low
6852,Merchant 06852,Online Services,Mpumalanga,Mbombela,Medium
6853,Merchant 06853,Clothing,Limpopo,Polokwane,Low
6854,Merchant 06854,Restaurant,Free State,Bethlehem,Low
6855,Merchant 06855,Other,North West,Mahikeng,Low
6856,Merchant 06856,Grocery,North West,Mahikeng,Low
6857,Merchant 06857,Travel,Western Cape,Cape Town,Low
6858,Merchant 06858,Travel,Eastern Cape,Mthatha,Medium
6859,Merchant 06859,Travel,Gauteng,Pretoria,Low
6860,Merchant 06860,Restaurant,Free State,Bethlehem,High
6861,Merchant 06861,Travel,Mpumalanga,Emalahleni,Low
6862,Merchant 06862,Fuel,Mpumalanga,Mbombela,High
6863,Merchant 06863,Travel,Free State,Welkom,Medium
6864,Merchant 06864,Other,Northern Cape,Kimberley,Low
6865,Merchant 06865,Online Services,Western Cape,George,Low
6866,Merchant 06866,Entertainment,Free State,Bloemfontein,Medium
6867,Merchant 06867,Clothing,Kwazulu-Natal,Richards Bay,Low
6868,Merchant 06868,Electronics,Eastern Cape,Mthatha,Low
6869,MERCHANT 06869,Clothing,Eastern Cape,Mthatha,Low
6870,Merchant 06870,Travel,Gauteng,Pretoria,Low
6871,Merchant 06871,Online Services,North West,Rustenburg,Low
6872,Merchant 06872,Travel,Gauteng,Midrand,Medium
6873,Merchant 06873,Travel,Kwazulu-Natal,Richards Bay,Low
6874,Merchant 06874,Clothing,Mpumalanga,Secunda,Low
6875, Merchant 06875 ,Online Services,Mpumalanga,Mbombela,Medium
6876,Merchant 06876,Grocery,Western Cape,Cape Town,Low
6877,Merchant 06877,Healthcare,Gauteng,Midrand,High
6878,Merchant 06878,Grocery,Western Cape,Stellenbosch,Low
6879,Merchant 06879,Electronics,Northern Cape,Upington,Medium
6880,Merchant 06880,Entertainment,Limpopo,Thohoyandou,Low
6881,Merchant 06881,Travel,Mpumalanga,Secunda,Medium
6882,Merchant 06882,Online Services,Gauteng,Johannesburg,Low
6883,Merchant 06883,Restaurant,Kwazulu-Natal,Pietermaritzburg,Low
6884,Merchant 06884,Other,Limpopo,Thohoyandou,Low
6885,Merchant 06885,Other,Limpopo,Polokwane,Low
6886,Merchant 06886,Fuel,Limpopo,Polokwane,Low
6887,Merchant 06887,Online Services,Western Cape,George,Low
6888,Merchant 06888,Other,Kwazulu-Natal,Durban,Low
6889,Merchant 06889,Other,Mpumalanga,Emalahleni,Medium
6890,Merchant 06890,Clothing,Free State,Bloemfontein,Low
6891,Merchant 06891,Electronics,Free State,Bloemfontein,Low
6892,Merchant 06892,Electronics,Western Cape,Stellenbosch,Low
6893,Merchant 06893,Entertainment,Mpumalanga,Secunda,Low
6894,Merchant 06894,Online Services,Eastern Cape,Mthatha,Low
6895,Merchant 06895,Restaurant,Eastern Cape,Mthatha,Medium
6896,Merchant 06896,Clothing,North West,Klerksdorp,Low
6897,Merchant 06897,Restaurant,North West,Klerksdorp,Low
6898,Merchant 06898,Travel,Northern Cape,Upington,Low
6899,Merchant 06899,Other,Kwazulu-Natal,Pietermaritzburg,Low
